Handle,Title,Description,Vendor,Status,Published on online store,SKU,Option1 Name,Option1 Value,Option2 Value,Option3 Value,Price,Cost per item,Inventory tracker,Inventory quantity,Continue selling when out of stock,Requires shipping,Fulfillment service,Tags,RLF inventory (product.metafields.custom.rlf_inventory),IMM inventory (product.metafields.custom.imm_inventory),Wholesale price (product.metafields.custom.wholesale_price),Legacy WHSE (product.metafields.custom.legacy_whse)
cr-altis-46-ww-rc-lk,"CRESTAR CSLHG190/3B ALTIS PLUS 46"" WALNUT WOOD 3",,CRESTAR,active,true,CR ALTIS+46/WW/RC /LK,Default Title,Default Title,,,470,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-altis-48-wh-rc-lk,"CRESTAR CSLHG190/5B ALTIS PLUS 48"" WHITE 5 ABS BLADES",,CRESTAR,active,true,CR ALTIS+48/WH/RC/ LK,Default Title,Default Title,,,540,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-altis523b-mw-r-c-nl,"CRESTAR CSLHG190/3B ALTIS PLUS 52"" MAPLE WOOD 3 ABS",,CRESTAR,active,true,CR ALTIS523B/MW/R C/NL,Default Title,Default Title,,,440,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-altis523b-wh-r-c-nl,"CRESTAR CSLHG190/3B ALTIS PLUS 52"" WHITE 3 ABS BLADES",,CRESTAR,active,true,CR ALTIS523B/WH/R C/NL,Default Title,Default Title,,,440,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-aris33mw-rc-lk,"CRESTAR CSL205/3B AIRIS PLUS 33"" MAPLE WOOD + RC",,CRESTAR,active,true,CR ARIS33MW/RC/LK,Default Title,Default Title,,,380,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-artis40bk-rc,"CRESTAR CSL190/3B ARTIS 40"" BLACK + RC LCD27 D/C",,CRESTAR,active,true,CR ARTIS40BK/RC,Default Title,Default Title,,,360,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-artis40bk-rc-lk,"CRESTAR CSL190/3B ARTIS 40"" BLACK + RC LCD27 D/C + LK",,CRESTAR,active,true,CR ARTIS40BK/RC/LK,Default Title,Default Title,,,400,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-artis40dw-rc,"CRESTAR CSL190/3B ARTIS 40"" DW + RC LCD27 D/C",,CRESTAR,active,true,CR ARTIS40DW/RC,Default Title,Default Title,,,360,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-artis40dw-rc-lk,"CRESTAR CSL190/3B ARTIS 40"" DARK WOOD + RC LCD27 D/C +",,CRESTAR,active,true,CR ARTIS40DW/RC/LK,Default Title,Default Title,,,400,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-artis40wh-rc,"CRESTAR CSL190/3B ARTIS 40"" WHITE + RC LCD27 D/C",,CRESTAR,active,true,CR ARTIS40WH/RC,Default Title,Default Title,,,360,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-artis40wh-rc-lk,"CRESTAR CSL190/3B ARTIS 40"" WHITE + RC LCD27 D/C + LK",,CRESTAR,active,true,CR ARTIS40WH/RC/LK,Default Title,Default Title,,,400,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-artis46bk-rc,"CRESTAR CSL190/3B ARTIS 46"" BLACK + RC LCD27 D/C",,CRESTAR,active,true,CR ARTIS46BK/RC,Default Title,Default Title,,,380,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-artis46bk-rc-lk,"CRESTAR CSL190/3B ARTIS 46"" BLACK + RC LCD27 D/C + LK",,CRESTAR,active,true,CR ARTIS46BK/RC/LK,Default Title,Default Title,,,420,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-artis46dw-rc,"CRESTAR CSL190/3B ARTIS 46"" DW + RC LCD27 D/C",,CRESTAR,active,true,CR ARTIS46DW/RC,Default Title,Default Title,,,380,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-artis46dw-rc-lk,"CRESTAR CSL190/3B ARTIS 46"" DARK WOOD + RC LCD27 D/C +",,CRESTAR,active,true,CR ARTIS46DW/RC/LK,Default Title,Default Title,,,420,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-artis46wh-rc,"CRESTAR CSL190/3B ARTIS 46""WHITE + RC LCD27",,CRESTAR,draft,false,CR ARTIS46WH/RC,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-artis46wh-rc-lk,"CRESTAR CSL190/3B ARTIS 46"" WHITE + RC LCD27 D/C + LK",,CRESTAR,active,true,CR ARTIS46WH/RC/LK,Default Title,Default Title,,,420,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-base-190,CRESTAR FAN BASE COVER Ø190 ABS,,CRESTAR,active,true,CR BASE 190,Default Title,Default Title,,,24,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-base-205,CRESTAR FAN BASE COVER Ø205 ABS,,CRESTAR,active,true,CR BASE 205,Default Title,Default Title,,,28,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-base-255,CRESTAR FAN BASE COVER Ø255 ABS,,CRESTAR,active,true,CR BASE 255,Default Title,Default Title,,,30,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-bracket-cano-py,CR BRACKET + CANOPY,,CRESTAR,active,true,CR BRACKET+CANO PY,Default Title,Default Title,,,35,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-canopy-ab,AB CANOPY - CRESTAR,,CRESTAR,draft,false,CR CANOPY AB,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-canopy-sv,SILVER CANOPY - CRESTAR,,CRESTAR,draft,false,CR CANOPY SV,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-canopy-wh,WHITE CANOPY - CRESTAR,,CRESTAR,draft,false,CR CANOPY WH,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cl3lab-gl10,CRESTAR CL3LAB+GL10,,CRESTAR,draft,false,CR CL3LAB+GL10,Default Title,Default Title,,,0,30,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
cr-cr116-ab,CR CR116 AB (2XE27),,CRESTAR,draft,false,CR CR116 AB,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cr116-wh,CRESTAR CR116 WH (2XE27),,CRESTAR,draft,false,CR CR116 WH,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs1-38-wh,CRESTAR CS1/38 WH ICON,,CRESTAR,active,true,CR CS1/38 WH,Default Title,Default Title,,,220,160,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs1-38-ab,CRESTAR CS1/38 ICON AB/OAK,,CRESTAR,active,true,CR CS1/38 AB,Default Title,Default Title,,,190,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs1-38-gm,"CRESTAR CS1/38"" GM ICON",,CRESTAR,draft,false,CR CS1/38 GM,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs1-38-sv,"CRESTAR CS1/38"" SV (ICON)",,CRESTAR,active,true,CR CS1/38 SV,Default Title,Default Title,,,190,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs1-38-sv-idol,"CRESTAR CS1/38"" SV (IDOL)",,CRESTAR,active,true,CR CS1/38 SV (IDOL),Default Title,Default Title,,,190,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs1-38-wn-sv,"CRESTAR CS1/38"" WN/SV ICON",,CRESTAR,active,true,CR CS1/38 WN/SV,Default Title,Default Title,,,190,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs1-48-sv,CRESTAR CS1/48 SV (ICON),,CRESTAR,active,true,CR CS1/48 SV,Default Title,Default Title,,,190,108,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs1-48-wh,CRESTAR CS1/48 WH (ICON),,CRESTAR,active,true,CR CS1/48 WH,Default Title,Default Title,,,190,108,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs1-48-ab,CRESTAR CS1/48 AB/CHERRY (ICON),,CRESTAR,active,true,CR CS1/48 AB,Default Title,Default Title,,,190,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs1-48-ab-idol,CRESTAR CSI/48 AB ( IDOL),,CRESTAR,active,true,CR CS1/48 AB (IDOL),Default Title,Default Title,,,190,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs1-48-gm,CR CS1/48 GM (ICON),,CRESTAR,active,true,CR CS1/48 GM,Default Title,Default Title,,,190,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs1-48-gm-idol,"CRESTAR CS1/48"" GM (IDOL)",,CRESTAR,draft,false,CR CS1/48 GM (IDOL),Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs1-48-sv-idol,"CRESTAR CS1/48"" SV (IDOL)",,CRESTAR,active,true,CR CS1/48 SV (IDOL),Default Title,Default Title,,,190,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs1-48-wh-idol,"CRESTAR CS1/48"" WHITE (IDOL)",,CRESTAR,active,true,CR CS1/48 WH (IDOL),Default Title,Default Title,,,190,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs1-48-wn-sv,CRESTAR CS1/48 WN/SV ICON,,CRESTAR,active,true,CR CS1/48 WN/SV,Default Title,Default Title,,,190,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs2-45-wh-hy5,"CRESTAR CS2/45"" WH - HY5",,CRESTAR,draft,false,CR CS2/45 WH HY5,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs2-48-ab-aircr-aft,"CRESTAR CS2/48"" AB -AIRCRAFT",,CRESTAR,active,true,CR CS2/48 AB AIRCR AFT,Default Title,Default Title,,,325,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs2-48-ab-airpl-us,"CRESTAR CS2/48"" AB (ACRYLIC BLADE) - AIRPLUS",,CRESTAR,draft,false,CR CS2/48 AB AIRPL US,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs2-48-ab-airvac,"CRESTAR CS2/48"" AB - AIRVAC",,CRESTAR,active,true,CR CS2/48 AB AIRVAC,Default Title,Default Title,,,314,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs2-48-ab-airwa-ves,"CRESTAR CS2/48"" AB AIRWAVES",,CRESTAR,draft,false,CR CS2/48 AB AIRWA VES,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs2-48-at,"CRESTAR CS2/48"" AT - AIRMAX 5 AL BLADES",,CRESTAR,active,true,CR CS2/48 AT,Default Title,Default Title,,,182.24,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs2-48-gm-airc-raft,"CRESTAR CS2/48"" GM -AIRCRAFT",,CRESTAR,active,true,CR CS2/48 GM AIRC RAFT,Default Title,Default Title,,,325,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs2-48-gm-airvac,"CRESTAR CS2/48"" GM - AIRVAC",,CRESTAR,active,true,CR CS2/48 GM AIRVAC,Default Title,Default Title,,,314,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs2-48-sv,"CRESTAR CS2/48"" SV-AIRWAVES",,CRESTAR,active,true,CR CS2/48 SV,Default Title,Default Title,,,303,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs2-48-sv-aircr-aft,"CRESTAR CS2/48"" SV -AIRCRAFT",,CRESTAR,active,true,CR CS2/48 SV AIRCR AFT,Default Title,Default Title,,,325,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs2-48-sv-airpl-us,"CRESTAR CS2/48"" SV (ACRYLIC BLADE) - AIRPLUS",,CRESTAR,draft,false,CR CS2/48 SV AIRPL US,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs2-48-sw-airw-ax,"CRESTAR CS2/48"" SW - AIRMAX",,CRESTAR,draft,false,CR CS2/48 SW AIRW AX,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs2-48-wh-airc-raft,"CRESTAR CS2/48"" WH -AIRCRAFT",,CRESTAR,active,true,CR CS2/48 WH AIRC RAFT,Default Title,Default Title,,,325,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs2-48-wh-airv-ac,"CRESTAR CS2/48"" WH AIRVAC",,CRESTAR,active,true,CR CS2/48 WH AIRV AC,Default Title,Default Title,,,314,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs2-48-wt,"CRESTAR CS2/48"" WT - AIRMAX",,CRESTAR,draft,false,CR CS2/48 WT,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs2-50-gm-bk,"CRESTAR CS2/50"" GM/BK - HY5",,CRESTAR,active,true,CR CS2/50 GM/BK,Default Title,Default Title,,,220,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs2-50-sv,"CRESTAR CS2/50"" SV - HY5",,CRESTAR,active,true,CR CS2/50 SV,Default Title,Default Title,,,220,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs2-52-ab,"CRESTAR CS2/52"" AB -AIRBREEZE",,CRESTAR,active,true,CR CS2/52 AB,Default Title,Default Title,,,220,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs2-52-ab-airpl-us,"CRESTAR CS2/52"" AB (WOODEN BLADE) - AIRPLUS",,CRESTAR,draft,false,CR CS2/52 AB AIRPL US,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs2-52-ab-airvac,"CRESTAR CS2/52"" AB (WOODEN BLADES) - AIRVAC",,CRESTAR,active,true,CR CS2/52 AB AIRVAC,Default Title,Default Title,,,314,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs2-52-gm-airpl-us,"CRESTAR CS2/52"" GM (WOODEN BLADE) - AIRPLUS",,CRESTAR,draft,false,CR CS2/52 GM AIRPL US,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs2-52-gm-wd,"CRESTAR CS2/52"" GM/WD -AIRVAC",,CRESTAR,active,true,CR CS2/52 GM/WD,Default Title,Default Title,,,314,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs2-52-sv-airpl-us,"CRESTAR CS2/52"" SV (WOODEN BLADES) - AIRPLUS",,CRESTAR,draft,false,CR CS2/52 SV AIRPL US,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs2-52-sv-wn,"CRESTAR CS2/52"" SV/WALNUT - AIRBREEZE",,CRESTAR,active,true,CR CS2/52 SV/WN,Default Title,Default Title,,,220,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs2-52-wh,"CRESTAR CS2/52"" WHITE -AIRBREEZE",,CRESTAR,active,true,CR CS2/52 WH,Default Title,Default Title,,,220,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs2-52-wh-airpl-us,"CRESTAR CS2/52"" WH -AIRPLUS",,CRESTAR,draft,false,CR CS2/52 WH AIRPL US,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs3-48-gm-bk-a-l,"CRESTAR CS3/48"" GM/BK (AL) -AIRWAVES",,CRESTAR,active,true,CR CS3/48 GM/BK (A L),Default Title,Default Title,,,260,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs3-48-wh,"CRESTAR CS3/48"" WHITE (AL) -AIRWAVES",,CRESTAR,draft,false,CR CS3/48 WH,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs3-54-ab,"CRESTAR CS3/54"" AB - AIRVAC",,CRESTAR,active,true,CR CS3/54 AB,Default Title,Default Title,,,338,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs3-54-ab-aircr-aft,"CRESTAR CS3/56"" AB -AIRCRAFT",,CRESTAR,active,true,CR CS3/54 AB AIRCR AFT,Default Title,Default Title,,,210.28,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs3-54-ab-airpl-us,"CRESTAR CS3/54"" AB - AIRPLUS",,CRESTAR,draft,false,CR CS3/54 AB AIRPL US,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs3-54-gm,"CRESTAR CS3/54"" GM - AIRVAC",,CRESTAR,draft,false,CR CS3/54 GM,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs3-54-gm-airc-raft,"CRESTAR CS3/54"" GM -AIRCRAFT",,CRESTAR,draft,false,CR CS3/54 GM AIRC RAFT,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs3-54-gm-airpl-us,"CRESTAR CS3/54"" GM (ACRYLIC BLADES) - AIRPLUS",,CRESTAR,draft,false,CR CS3/54 GM AIRPL US,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs3-54-sv,"CRESTAR CS3/54"" SV - AIRVAC",,CRESTAR,draft,false,CR CS3/54 SV,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs3-54-wh,"CRESTAR CS3/54"" WH AIRVAC",,CRESTAR,active,true,CR CS3/54 WH,Default Title,Default Title,,,326,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs3-54-wh-airc-raft,"CRESTAR CS3/54"" WH -AIRCRAFT",,CRESTAR,draft,false,CR CS3/54 WH AIRC RAFT,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs3-54-wh-airpl-us,"CRESTAR CS3/54"" WH (ACRYLIC BLADES) - AIRPLUS",,CRESTAR,draft,false,CR CS3/54 WH AIRPL US,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs3-56-ab-al,"CRESTAR CS3/56"" AB (AL) -AIRWAVES",,CRESTAR,active,true,CR CS3/56 AB (AL),Default Title,Default Title,,,260,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs3-56-ab-airpl-us,"CRESTAR CS3/56"" AB - AIRPLUS",,CRESTAR,draft,false,CR CS3/56 AB AIRPL US,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs3-56-ab-airvac,"CRESTAR CS3/56"" AB (WOODEN BLADES) - AIRVAC",,CRESTAR,draft,false,CR CS3/56 AB AIRVAC,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs3-56-ab-cher-ry,"CRESTAR CS3/56"" AB/CHERRY - AIRBREEZE",,CRESTAR,active,true,CR CS3/56 AB/CHER RY,Default Title,Default Title,,,250,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs3-56-at,"CRESTAR CS3/56"" AT - AIRMAX",,CRESTAR,draft,false,CR CS3/56 AT,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs3-56-gm-bk,CRESTAR CS3/56 GM/BK -AIRBREEZE,,CRESTAR,active,true,CR CS3/56 GM/BK,Default Title,Default Title,,,250,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs3-56-gm-bk-a-l,"CRESTAR CS3/56"" GM/BK (AL) -AIRWAVES",,CRESTAR,active,true,CR CS3/56 GM/BK (A L),Default Title,Default Title,,,260,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs3-56-gm-wd-ai-rcraft,"CRESTAR CS3/56"" GM/WD AIRCRAFT",,CRESTAR,draft,false,CR CS3/56 GM/WD AI RCRAFT,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs3-56-gs-airmax,"CRESTAR CS3/56"" GS - AIRMAX",,CRESTAR,draft,false,CR CS3/56 GS AIRMAX,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs3-56-sv,"CRESTAR CS3/56"" SV -AIRBREEZE",,CRESTAR,active,true,CR CS3/56 SV,Default Title,Default Title,,,250,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs3-56-sv-al,"CRESTAR CS3/56"" SV (AL) -AIRWAVES",,CRESTAR,active,true,CR CS3/56 SV (AL),Default Title,Default Title,,,260,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs3-56-sv-wn,"CRESTAR CS3/56"" SV/WALNUT - AIRBREEZE",,CRESTAR,active,true,CR CS3/56 SV/WN,Default Title,Default Title,,,250,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs3-56-sv-wn-ai-rplus,"CRESTAR CS3/56"" SV/WN -AIRPLUS",,CRESTAR,draft,false,CR CS3/56 SV/WN AI RPLUS,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs3-56-sv-wn-ai-rvac,"CRESTAR CS3/56"" SV/WN AIRVAC",,CRESTAR,draft,false,CR CS3/56 SV/WN AI RVAC,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs3-56-sw,"CRESTAR CS3/56"" SW - AIRWAX",,CRESTAR,draft,false,CR CS3/56 SW,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs3-56-wh,"CRESTAR CS3/56"" WH -AIRBREEZE",,CRESTAR,active,true,CR CS3/56 WH,Default Title,Default Title,,,250,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs3-56-wh-al,"CRESTAR CS3/56"" WH (AL) -AIRWAVES",,CRESTAR,active,true,CR CS3/56 WH (AL),Default Title,Default Title,,,260,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs3-56-wh-airc-raft,"CRESTAR CS3/56"" WH -AIRCRAFT",,CRESTAR,draft,false,CR CS3/56 WH AIRC RAFT,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs3-56-wh-wd-ai-rplus,"CRESTAR CS3/56"" WH/WD -AIRPLUS",,CRESTAR,draft,false,CR CS3/56 WH/WD AI RPLUS,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs3-56-wt,CRESTAR CS3/56 WT AIRWAX/ALU,,CRESTAR,draft,false,CR CS3/56 WT,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs381-38-ab,CRESTAR CS381/38 AB,,CRESTAR,draft,false,CR CS381/38 AB,Default Title,Default Title,,,0,95,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
cr-cs381-38-wh,CRESTAR CS381/38 WH,,CRESTAR,draft,false,CR CS381/38 WH,Default Title,Default Title,,,0,95,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
cr-cs381-38-msv,CRESTAR CS381/38 MSV,,CRESTAR,draft,false,CR CS381/38 MSV,Default Title,Default Title,,,0,95,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
cr-cs381-38-w-s,CRESTAR CS381/38 WN/SV,,CRESTAR,draft,false,CR CS381/38 W/S,Default Title,Default Title,,,0,95,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
cr-cs3lab-gl11,CR CS3LAB+GL11,,CRESTAR,draft,false,CR CS3LAB+GL11,Default Title,Default Title,,,0,33,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
cr-cs3lmsv-gl06,CRESTAR CS 3L/MSV + GL06,,CRESTAR,draft,false,CR CS3LMSV+GL06,Default Title,Default Title,,,0,18,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
cr-cs3lmsv-gl10,CRESTAR CS 3L/MSV + GL10,,CRESTAR,draft,false,CR CS3LMSV+GL10,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs3lwh-gl06,CRESTAR CS 3LWH + GL06,,CRESTAR,draft,false,CR CS3LWH+GL06,Default Title,Default Title,,,0,18,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
cr-cs3lwh-gl10,CRESTAR CS 3LWH + GL10,,CRESTAR,draft,false,CR CS3LWH+GL10,Default Title,Default Title,,,0,18,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
cr-cs4-42-ab-star5,"CRESTAR CS4/42"" AB STAR5",,CRESTAR,draft,false,CR CS4/42 AB STAR5,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs4-50-ab-star5,"CRESTAR CS4/50"" AB STAR5",,CRESTAR,active,true,CR CS4/50 AB STAR5,Default Title,Default Title,,,157.944,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
cr-cs4-50-gm-star5,"CR CS4/50"" GM STAR5",,CRESTAR,draft,false,CR CS4/50 GM STAR5,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs4-50-sv-star5,"CRESTAR CS4/50"" SV STAR5",,CRESTAR,draft,false,CR CS4/50 SV STAR5,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs4-50-wh-star5,"CRESTAR CS4/50"" WH STAR5",,CRESTAR,draft,false,CR CS4/50 WH STAR5,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs4-52-ab,"CRESTAR CS4/52"" AB PALM",,CRESTAR,draft,false,CR CS4/52 AB,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs4-52-wt-palm,"CRESTAR CS4/52"" WT PALM",,CRESTAR,draft,false,CR CS4/52 WT PALM,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
cr-cs4lab-gl10,CR CS4LAB+GL10,,CRESTAR,active,true,CR CS4LAB+GL10,Default Title,Default Title,,,80,40,shopify,0,deny,true,manual,legacy-import,0,0,0,0
