Handle,Title,Description,Vendor,Status,Published on online store,SKU,Option1 Name,Option1 Value,Option2 Value,Option3 Value,Price,Cost per item,Inventory tracker,Inventory quantity,Continue selling when out of stock,Requires shipping,Fulfillment service,Tags,RLF inventory (product.metafields.custom.rlf_inventory),IMM inventory (product.metafields.custom.imm_inventory),Wholesale price (product.metafields.custom.wholesale_price),Legacy WHSE (product.metafields.custom.legacy_whse)
l-t8-30w-gr-sa,T8 30W GREEN - SAFER,,NME,active,true,+L T8 30W GR-SA,Default Title,Default Title,,,12,4.2,shopify,0,deny,true,manual,legacy-import,0,0,0,0
l-t8-30w-re-sa,T8 30W RED - SAFER,,NME,active,true,+L T8 30W RE-SA,Default Title,Default Title,,,12,4.2,shopify,0,deny,true,manual,legacy-import,0,0,0,0
l-t8-30w-w-w,T8 30W W/W - HITACHI,,EXPORT,draft,false,+L T8 30W W/W,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
l-t8-30w-ww-sa,T8 30W W/W - SAFER,,NME,active,true,+L T8 30W WW-SA,Default Title,Default Title,,,3.5,1.7,shopify,0,deny,true,manual,legacy-import,0,0,0,0
l-t8-30w-10,T8 30W/10 DAYLIGHT - OSRAM,,EXPORT,active,true,+L T8 30W/10,Default Title,Default Title,,,6,0,shopify,11,deny,true,manual,legacy-import,1,0,0,11
l-t8-30w-20,T8 30W/20 COOLWHITE -OSRAM,,EXPORT,active,true,+L T8 30W/20,Default Title,Default Title,,,6,0,shopify,30,deny,true,manual,legacy-import,-5,0,0,30
l-t8-30w-29,T8 30W/29 WARMWHITE -PHILIP,,EXPORT,active,true,+L T8 30W/29,Default Title,Default Title,,,6,2,shopify,0,deny,true,manual,legacy-import,-1,0,0,0
l-t8-30w-30,T8 30W/30 WARMWHITE -OSRAM,,EXPORT,active,true,+L T8 30W/30,Default Title,Default Title,,,6,0,shopify,14,deny,true,manual,legacy-import,-1,0,0,14
l-t8-30w-41,T8 30W/41-827 (HIGH OUTPUT) - OSRAM,,EXPORT,active,true,+L T8 30W/41,Default Title,Default Title,,,6,3.5,shopify,0,deny,true,manual,legacy-import,3,0,0,0
l-t8-30w-840ho,T8 30W/840 COOLWHITE (HIGH OUTPUT) - PHILIPS,,EXPORT,active,true,+L T8 30W/840HO,Default Title,Default Title,,,7,2.5,shopify,0,deny,true,manual,legacy-import,1,0,0,0
l-t8-30w-86-philips,T8 30W/86 (HIGH OUTPUT) DAYLIGHT - PHILIPS,,EXPORT,draft,false,+L T8 30W/86 PHILIPS,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
l-t8-36w-bl-sa,T8 36W BLUE - SAFER,,NME,active,true,+L T8 36W BL-SA,Default Title,Default Title,,,12,3.9,shopify,1,deny,true,manual,legacy-import,0,0,0,1
l-t8-36w-d-l-meg,T8 36W D/L - MEGAMEN,,,draft,false,+L T8 36W D/L-MEG,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
l-t8-36w-dl-sa,T8 36W D/L - SAFER,,NME,draft,false,+L T8 36W DL-SA,Default Title,Default Title,,,0,0.8,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
l-t8-36w-ex-b,T8 36W EX-BRIGHT - OSRAM,,EXPORT,draft,false,+L T8 36W EX-B,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
l-t8-36w-exb-h,T8 36W EX-BRIGHT - HITACHI,,EXPORT,draft,false,+L T8 36W EXB H,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
l-t8-36w-gr-sa,T8 36W GREEN - SAFER,,NME,active,true,+L T8 36W GR-SA,Default Title,Default Title,,,12,3.9,shopify,4,deny,true,manual,legacy-import,0,0,0,4
l-t8-36w-re-sa,T8 36W RED - SAFER,,NME,active,true,+L T8 36W RE-SA,Default Title,Default Title,,,12,3.9,shopify,2,deny,true,manual,legacy-import,0,0,0,2
l-t8-36w-ww-sa,T8 36W W/W - SAFER,,NME,active,true,+L T8 36W WW-SA,Default Title,Default Title,,,3,1.5,shopify,0,deny,true,manual,legacy-import,1,0,0,0
l-t8-36w-ye-sa,T8 36W YELLOW - SAFER,,NME,active,true,+L T8 36W YE-SA,Default Title,Default Title,,,12,3.9,shopify,1,deny,true,manual,legacy-import,0,0,0,1
l-t8-36w-10,T8 36W/10 DAYLIGHT - OSRAM,,WAH SENG,active,true,+L T8 36W/10,Default Title,Default Title,,,5,1.2,shopify,0,deny,true,manual,legacy-import,0,0,0,0
l-t8-36w-10blb,T8 36WT10 BLB (BLACK) -ULTROVIOLET,,EXPORT,active,true,+L T8 36W/10BLB,Default Title,Default Title,,,35,18.5,shopify,0,deny,true,manual,legacy-import,0,0,0,0
l-t8-36w-20,T8 36W/20 COOLWHITE -OSRAM,,EXPORT,active,true,+L T8 36W/20,Default Title,Default Title,,,5,1.9,shopify,16,deny,true,manual,legacy-import,4,0,0,16
l-t8-36w-29,T8 36W/29 WARMWHITE -PHILIP,,EXPORT,active,true,+L T8 36W/29,Default Title,Default Title,,,5,0,shopify,0,deny,true,manual,legacy-import,4,0,0,0
l-t8-36w-30,T8 36W/30 WARMWHITE -OSRAM,,EXPORT,active,true,+L T8 36W/30,Default Title,Default Title,,,5,1.9,shopify,0,deny,true,manual,legacy-import,1,0,0,0
l-t8-36w-31-83,T8 36W/31-830 WARMWHITE (HIGH OUTPUT) - OSRAM,,EXPORT,active,true,+L T8 36W/31-83,Default Title,Default Title,,,8,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
l-t8-36w-41,T8 36W/41-827 (HIGH OUTPUT) - OSRAM,,EXPORT,active,true,+L T8 36W/41,Default Title,Default Title,,,8,0,shopify,0,deny,true,manual,legacy-import,1,0,0,0
l-t8-36w-54,T8 36W/54-765 DAYLIGHT -PHILIP,,EXPORT,draft,false,+L T8 36W/54,Default Title,Default Title,,,0,0,shopify,3,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,3
l-t8-36w-66,T8 36W/66 GREEN - OSRAM,,EXPORT,active,true,+L T8 36W/66,Default Title,Default Title,,,12,7,shopify,0,deny,true,manual,legacy-import,0,0,0,0
l-t8-36w-67,T8 36W/67 BLUE - OSRAM,,EXPORT,draft,false,+L T8 36W/67,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
l-t8-36w-82,T8 36W/82 WARMWHITE (HIGH OUTPUT) - PHILIP,,EXPORT,active,true,+L T8 36W/82,Default Title,Default Title,,,8,0,shopify,0,deny,true,manual,legacy-import,4,0,0,0
l-t8-36w-83,T8 36W/830 WARMWHITE (HIGH OUTPUT) - PHILIP,,EXPORT,active,true,+L T8 36W/83,Default Title,Default Title,,,8,0,shopify,17,deny,true,manual,legacy-import,-10,0,0,17
l-t8-36w-84-ho,T8 36W/840 COOL WHITE (HIGH OUTPUT) - OSRAM,,EXPORT,active,true,+L T8 36W/84 HO,Default Title,Default Title,,,8,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
l-t8-36w-840ho,T8 36W/840 COOLWHITE (HIGH OUTPUT) - PHILIPS,,EXPORT,active,true,+L T8 36W/840HO,Default Title,Default Title,,,8,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
l-t8-36w-86-ho,T8 36W/860 DAYLIGHT (HIGH OUTPUT) - OSRAM,,EXPORT,active,true,+L T8 36W/86 HO,Default Title,Default Title,,,8,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
l-t8-36w-860,T8 36W/860 DAYLIGHT -SYLVANIA,,,active,true,+L T8 36W/860,Default Title,Default Title,,,5,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
l-t8-36w-865-ph,T8 36W/865 Daylight Philips,,,draft,false,+L T8 36W/865 PH,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
l-t8-36w-865ho,T8 36W/86 (HIGH OUTPUT) -PHILIP SUPER 80,,EXPORT,active,true,+L T8 36W/865HO,Default Title,Default Title,,,8,0,shopify,0,deny,true,manual,legacy-import,0,0,0,0
l-t8-58w-10,T8 58W/10 DAYLIGHT - OSRAM,,EXPORT,draft,false,+L T8 58W/10,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
l-t8-58w-20,T8 58W/20 COOLWHITE -OSRAM,,EXPORT,active,true,+L T8 58W/20,Default Title,Default Title,,,7,3.2,shopify,0,deny,true,manual,legacy-import,0,0,0,0
l-t8-58w-30,T8 58W/30 WARMWHITE -OSRAM,,EXPORT,draft,false,+L T8 58W/30,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",5,0,0,0
l-t8-58w-54,T8 58W/54 DAYLIGHT - PHILIPS,,,draft,false,+L T8 58W/54,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
l-t8-58w-84,T8 58W/84 - PHILIP,,EXPORT,active,true,+L T8 58W/84,Default Title,Default Title,,,5,2.8,shopify,0,deny,true,manual,legacy-import,0,0,0,0
led-lr7-10-wh-ww,AFL-LR7-10 White Floodlight c/w 13W Warmwhite LED Lamp n,,ARISTO,active,true,+LED LR7-10 WH WW,Default Title,Default Title,,,480,0,shopify,4,deny,true,manual,legacy-import,1,0,0,4
led-lr7-100-bk-ww,AFL-LR7-100 BLACK FLOODLIGHT C/W 120W,,ARISTO,draft,false,+LED LR7-100 BK WW,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
led-lr7-20-bk-ww,AFL-LR7-20 Black Floodlight c/w 26W Warmwhite LED Lamp n,,ARISTO,active,true,+LED LR7-20 BK WW,Default Title,Default Title,,,650,0,shopify,4,deny,true,manual,legacy-import,1,0,0,4
led-t5-11w-4ft-le-d-d-l,T5/11W 4FT LED C/W DAYLIGHT,,ACETRONIC,draft,false,+LED T5/11W 4FT LE D D/L,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
led-t5-5-5w-2ft-le-d-d-l,T5/5.5W 2FT LED C/W DAYLIGHT,,ACETRONIC,draft,false,+LED T5/5.5W 2FT LE D D/L,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",-1,0,0,0
led-wr7-10-bk-dl,AFL-WR7-10 Black Floodlight c/w 13W Daylight LED Lamp &,,ARISTO,active,true,+LED WR7-10 BK DL,Default Title,Default Title,,,480,200,shopify,0,deny,true,manual,legacy-import,-1,0,0,0
led-wr7-10-wh-dl,AFL-WR7-10 White Floodlight c/w 13W Daylight LED Lamp &,,ARISTO,active,true,+LED WR7-10 WH DL,Default Title,Default Title,,,480,200,shopify,0,deny,true,manual,legacy-import,0,0,0,0
led-wr7-100-bk-dl,AFL-WR7-100 Black Floodlight c/w 120W Daylight LED Lamp &,,ARISTO,active,true,+LED WR7-100 BK DL,Default Title,Default Title,,,2500,920,shopify,0,deny,true,manual,legacy-import,0,0,0,0
led-wr7-20-bk-dl,AFL-WR7-20 Black Floodlight c/w 26W Daylight LED Lamp &,,ARISTO,active,true,+LED WR7-20 BK DL,Default Title,Default Title,,,825,330,shopify,0,deny,true,manual,legacy-import,0,0,0,0
p-o100mm-3-5m,"Galvanised steel pole, Ø100mm, ht 3.5m, c/w service door and J-",,TAMACO,draft,false,+P Ø100MM/3.5M,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
p-o100mm-6m,"Galvanised steel pole, Ø100mm, ht 6m, c/wservice door, 1.5m arm",,TAMACO,draft,false,+P Ø100MM/6M,Default Title,Default Title,,,0,280,shopify,9,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,9
p-o60mm-1-3m,1.3 meter Ø60mm hot dipped galvanized steel customized wall,,TAMACO,draft,false,+P Ø60MM/1.3M,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail, legacy-negative-whse",0,0,0,-1
p-o76mm-3-5m,"Galvanised steel pole, Ø76mm, ht 3.5m, c/w door cover, flange plate",,TAMACO,draft,false,+P Ø76MM/3.5M,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
plug-13a3pin-hoya,13A 3PIN PLUG TOP - HOYA,,NME,draft,false,+PLUG 13A3PIN HOYA,Default Title,Default Title,,,1.5,0,shopify,0,deny,true,manual,"legacy-import, legacy-negative-whse",21,0,0,-37
plug-pse-13a,PLUG UNBREAKABLE PSE 13A,,EXPORT,active,true,+PLUG PSE 13A,Default Title,Default Title,,,1.5,0,shopify,80,deny,true,manual,legacy-import,18,0,0,80
rc-irc160ledx5,LED REMOTE CONTROL IRC160 - X5,,CATALINA,active,true,+RC IRC160LEDX5,Default Title,Default Title,,,120,30,shopify,0,deny,true,manual,legacy-import,0,0,0,0
rc-m-y7-x4,M-Y7 REMOTE IC CONTROL - X4,,EUROLUX,active,true,+RC M-Y7/X4,Default Title,Default Title,,,50,15,shopify,0,deny,true,manual,legacy-import,0,0,0,0
rl-controller,ROPELIGHT IC CONTROLLER (50M)-3PIN,,NME,draft,false,+RL CONTROLLER,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
rl-led13-blue,13MM DIA LED(BLUE) ROPELIGHT 30MM BULB,,NEON KING,draft,false,+RL LED13 BLUE,Default Title,Default Title,,,0,20,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
rl-led13-gr,13MM DIA LED(GREEN) ROPELIGHT C/W POWER,,NEON KING,draft,false,+RL LED13 GR,Default Title,Default Title,,,0,20,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
rl-led13-red,13MM DIA LED (RED) ROPELIGHT 230V,,NEON KING,draft,false,+RL LED13 RED,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
rl-led13-wh,13MM DIA LED(WHITE) ROPELIGHT 30MM BULB,,NEON KING,draft,false,+RL LED13 WH,Default Title,Default Title,,,0,20,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
rl-led13-ye,13MM DIA LED(YELLOW) ROPELIGHT 30MM BULB,,NEON KING,draft,false,+RL LED13 YE,Default Title,Default Title,,,0,13,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",8,0,0,0
rl-pwdcord-eca,13MM POWDER CORD & END CAP,,NEON KING,draft,false,+RL PWDCORD/ECA,Default Title,Default Title,,,0,3.5,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail, legacy-negative-whse",0,0,0,-9
rl-rect11x18cl,RECT. ROPELIGHT 11X18MM CLEAR COL. C/W 10SETS OF,,NEON KING,draft,false,+RL RECT11X18CL,Default Title,Default Title,,,0,7,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
rl-ro13mm-multi-colour,ROUND ROPELIGHT 13MM MULTICOLOUR,,NME,draft,false,+RL RO13MM MULTI COLOUR,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
rl-ro13mmcl,ROUND ROPELIGHT 13MM CLEAR COL. C/W POWER,,NEON KING,draft,false,+RL RO13MMCL,Default Title,Default Title,,,0,3.5,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",2,0,0,0
rl-ro13mmye,ROUND ROPELIGHT 13MM YELLOW COL. C/W POWER,,NEON KING,draft,false,+RL RO13MMYE,Default Title,Default Title,,,0,3.5,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
rl-sl-192-4-20,20M SPARKLIGHT 230V CLEAR COLOR C/W 4-CHANNEL,,NEON KING,active,true,+RL SL-192-4-20,Default Title,Default Title,,,80,28,shopify,0,deny,true,manual,legacy-import,0,0,0,0
rl-sl-192-4-20-mul-ti,20M SPARKLIGHT 230V MULTI-COLOUR,,NEON KING,draft,false,+RL SL-192-4-20 MUL TI,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
s-s10-starter,S10 STARTER - OSRAM S111 4-80W,,ES TEAM,draft,false,+S S10 STARTER,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail, legacy-negative-whse",4,0,0,-46
s-s10-starter-ge,S10 STARTER GE,,,draft,false,+S S10 STARTER GE,Default Title,Default Title,,,0,0,shopify,23,deny,true,manual,"legacy-import, legacy-zero-retail",-7,0,0,23
s-s2-starter,S2 STARTER S2-P 4-22W PHILIPS,,EXPORT,draft,false,+S S2 STARTER,Default Title,Default Title,,,0,0,shopify,14,deny,true,manual,"legacy-import, legacy-zero-retail",2,0,0,14
sl-el-s1220-rgb-neon,"A109 SL EL-24V-1220-60RGB+3000K Neon Strip,",,,draft,false,+SL EL-S1220-RGB Neon,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
sl-el-st2835-150,"A109 SL EL-ST2835-150 IP20 smd Side View LED strip,",,S-CH-A109,draft,false,+SL EL-ST2835-150,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",3,0,0,0
sl-el-st3014-120-2-000k,"A109 SL EL-ST3014-120 2000K IP20 smd side view LED strip,",,,draft,false,+SL EL-ST3014-120 2 000K,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",60,0,0,0
sl-el-st5050rgb-1-44-ic,"A109 EL-ST5050RGB-144 (IC) IP20 LED strip, 144leds/m,",,,draft,false,+SL EL-ST5050RGB-1 44 IC,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",1,0,0,0
sl-el-st5050rgbw-3k-5w,"A109 SL EL-ST5050RGBW-60 (4IN1) IP65 SMD Neon LED strip,",,,draft,false,+SL EL-ST5050RGBW (3K)-5W,Default Title,Default Title,,,0,0,shopify,10,deny,true,manual,"legacy-import, legacy-zero-retail",4,0,0,10
sl-el-st5050rgbw-3k-60,"A109 SL EL-ST5050RGBW-60 (4IN1) IP65 SMD Neon LED strip,",,,draft,false,+SL EL-ST5050RGBW (3K)-60,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",2,0,0,0
sl-el-st5050rgbw-3k-60l,"A109 SL EL-ST5050RGBW-60L (4IN1) Left insert, IP65 SMD Neon",,,draft,false,+SL EL-ST5050RGBW (3K)-60L,Default Title,Default Title,,,0,0,shopify,2,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,2
sl-el-st5050rgbw-3k-60r,"A109 SL EL-ST5050RGBW-60R (4IN1) Right insert, IP65 SMD",,,draft,false,+SL EL-ST5050RGBW (3K)-60R,Default Title,Default Title,,,0,0,shopify,5,deny,true,manual,"legacy-import, legacy-zero-retail",2,0,0,5
sl-el-st5050rgbw-60,"A109 SL EL-ST5050RGBW-60 IP65 SMD Neon LED strip,",,,draft,false,+SL EL-ST5050RGBW -60,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",3,0,0,0
sl-el-stcob-320-ww-ip,"A109 SL EL-STCOB -320 IP68 COB LED strip, 320leds/m,",,,active,true,+SL EL-STCOB -320 WW IP,Default Title,Default Title,,,25,6,shopify,5,deny,true,manual,legacy-import,81,0,0,5
sl-el-stcob-504-dl,"A109 SL EL-STCOB -504 IP20 COB LED strip, 504leds/m,",,,draft,false,+SL EL-STCOB -504 DL,Default Title,Default Title,,,18,0,shopify,0,deny,true,manual,"legacy-import, legacy-negative-whse",12,0,0,-2
sl-el-stcob-528-cw,"A109 SL EL-STCOB -528 IP20 COB LED strip, 528leds/m,",,,draft,false,+SL EL-STCOB -528 CW,Default Title,Default Title,,,18,8.4,shopify,0,deny,true,manual,"legacy-import, legacy-negative-whse",84,0,0,-10
sl-el-stcob-528-dl,"A109 SL EL-STCOB -528 IP20 COB LED strip, 528leds/m,",,,active,true,+SL EL-STCOB -528 DL,Default Title,Default Title,,,18,0,shopify,0,deny,true,manual,legacy-import,106,0,0,0
sl-el-stcob-528-ww,"A109 SL EL-STCOB-528 IP20 COB LED strip, 528leds/m,",,,draft,false,+SL EL-STCOB -528 WW,Default Title,Default Title,,,18,8.4,shopify,0,deny,true,manual,"legacy-import, legacy-negative-whse",333,0,0,-24
sl-el-stcob-400-ww,"A109 SL EL-STCOB-400 IP20 COB LED strip, 400leds/m,",,,active,true,+SL EL-STCOB-400 WW,Default Title,Default Title,,,18,5.4,shopify,0,deny,true,manual,legacy-import,300,0,0,0
sl-el-stcob-608-rgb,"A109 SL EL-STCOB608 IP20 COB LED strip, 608leds/m,",,,active,true,+SL EL-STCOB-608 RGB,Default Title,Default Title,,,25,0,shopify,0,deny,true,manual,legacy-import,37,0,0,0
sl-el-stcob-784,"A109 SL EL-STCOB-784 IP20 COB LED strip, 784leds/m,",,,draft,false,+SL EL-STCOB-784,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",2,0,0,0
sl-led-7w-m-60-505-0-ww,LED SL 7W/M 60*5050 HIGH LUMEN LED PER METER 3000K,,COYOTE,draft,false,+SL LED 7W/M 60/505 0 WW,Default Title,Default Title,,,0,0,shopify,200,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,200
sl-led-7w-m-cw,LED SL 7W/M 120 HIGH LUMEN LED PER METER 4500K,,COYOTE,draft,false,+SL LED 7W/M CW,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail, legacy-negative-whse",-30,0,0,-20
sl-led-7w-m-ww,LED SL 7W/M 120 HIGH LUMEN LED PER METER 3000K,,COYOTE,draft,false,+SL LED 7W/M WW,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail, legacy-negative-whse",0,0,0,-210
sl-led-amber-ip-a-48,3528 IP AMBER LED STRIPLIGHT (PER M)-A48,,,draft,false,+SL LED AMBER IP-A 48,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
sl-led-blue,STRIP LIGHT (BLUE LED),,COSTSAVERS,draft,false,+SL LED BLUE,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
sl-led-blue-ip-a48,3528 IP BLUE LED STRIPLIGHT (PER M) - A48,,,active,true,+SL LED BLUE IP-A48,Default Title,Default Title,,,40,18,shopify,0,deny,true,manual,legacy-import,0,0,0,0
sl-led-c-w-ip-a48,3528 IP COOLWHITE LED STRIPLIGHT (PER M) - A48,,,active,true,+SL LED C/W IP-A48,Default Title,Default Title,,,40,18,shopify,0,deny,true,manual,legacy-import,0,0,0,0
sl-led-dl-ip-a48,3528 IP DAYLIGHT LED STRIPLIGHT (PER M) - A48,,,active,true,+SL LED DL IP-A48,Default Title,Default Title,,,40,18,shopify,0,deny,true,manual,legacy-import,0,0,0,0
sl-led-dl-a48,3528 DAYLIGHT LED STRIPLIGHT (PER M) - A48,,,active,true,+SL LED DL-A48,Default Title,Default Title,,,35,15.6,shopify,0,deny,true,manual,legacy-import,5,0,0,0
sl-led-green-ip-a48,3528 IP GREEN LED STRIPLIGHT (PER M) - A48,,,active,true,+SL LED GREEN IP-A48,Default Title,Default Title,,,40,18,shopify,0,deny,true,manual,legacy-import,13,0,0,0
sl-led-lb15w-ww,"LED 15W Lightbar 90cm,3000K, ip66, 24V DC input",,LTBLIGHT,draft,false,+SL LED LB15W WW,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
sl-led-lb20w-ww,"LED 20W Lightbar 120cm,3000K, ip66, 24V DC input",,LTBLIGHT,draft,false,+SL LED LB20W WW,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
sl-led-rgb-ip-a48,5050 IP RED/GREEN/BLUE LED STRIPLIGHT (PER M)-A48,,,active,true,+SL LED RGB IP-A48,Default Title,Default Title,,,45,18,shopify,0,deny,true,manual,legacy-import,8.5,0,0,0
sl-led-rl3w-m-ww,"LED Rope light - IP65 with UV Protected PVC Cladding, 3W/M",,LTBLIGHT,draft,false,+SL LED RL3W/M WW,Default Title,Default Title,,,120,0,shopify,0,deny,true,manual,"legacy-import, legacy-negative-whse, legacy-fractional-whse",48,0,0,-63.5
sl-led-w-w,STRIP LIGHT WARMWHITE (3000K) LED,,SCT,draft,false,+SL LED W/W,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",-3,0,0,0
sl-led-white,STRIP LIGHT (WHITE LED),,COSTSAVERS,draft,false,+SL LED WHITE,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
sl-led-ww-ip-a48,3528 IP WARMWHITE LED STRIPLIGHT (PER M) - A48,,,active,true,+SL LED WW IP-A48,Default Title,Default Title,,,28,18,shopify,0,deny,true,manual,legacy-import,5.3,0,0,0
sl-led-ww-3k-ip-a-48,3528/60 IP (3000K-3200K) WARMWHITE LED STRIPLIGHT,,,draft,false,+SL LED WW/3K IP-A 48,Default Title,Default Title,,,0,9,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,0
sl-led-ww-a48,3528/60 WARMWHITE LED STRIPLIGHT (PER M) - A48,,,active,true,+SL LED WW-A48,Default Title,Default Title,,,28,15.6,shopify,0,deny,true,manual,legacy-import,0,0,0,0
sl-led-yellow,STRIP LIGHT YELLOW LED,,SCT,draft,false,+SL LED YELLOW,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-dead-stock",0,0,0,0
sl-led2835-120-a48,2835/120 DUAL COLOR LED STRIPLIGHT (5M/ROLL) - A48,,,active,true,+SL LED2835/120-A48,Default Title,Default Title,,,18,0,shopify,0,deny,true,manual,legacy-import,100,0,0,0
sl-led2838-120-a48,2835/120 WARMWHITE 12V 2700K LED STRIPLIGHT,,,draft,false,+SL LED2838/120-A48,Default Title,Default Title,,,0,0,shopify,0,deny,true,manual,"legacy-import, legacy-zero-retail",29,0,0,0
sl-led5050-2700k-a48,5050/60 WARMWHITE 2700K LED STRIPLIGHT - A48,,,active,true,+SL LED5050(2700K)-A48,Default Title,Default Title,,,15,4.8,shopify,39,deny,true,manual,legacy-import,-1.6,0,0,39
sl-led5050-3k-a48,5050/60 WARMWHITE(3000K-3200K) LED STRIPLIGHT - A48,,,active,true,+SL LED5050/3K-A48,Default Title,Default Title,,,28,6.6,shopify,0,deny,true,manual,legacy-import,2.3,0,0,0
sl-led5050-60-rgb-w-3k,"5050 RBGW/W(3000K) 60leds/m, 5m/reel",,XINLONG,draft,false,+SL LED5050-60 RGB W(3K),Default Title,Default Title,,,0,0,shopify,1,deny,true,manual,"legacy-import, legacy-zero-retail",0,0,0,1
sl-led5050-60-10-bl,"FI SPT-5050-60-220V 10M BLUE STRIPLIGHT, 60 LEDS, 220-",,,active,true,+SL LED5050-60-10 BL,Default Title,Default Title,,,25,4.2,shopify,0,deny,true,manual,legacy-import,0,0,0,0
sl-led5050-60-10-dl,"FI SPT-5050-60-220V 10M DAYLIGHT STRIPLIGHT, 60",,,active,true,+SL LED5050-60-10 DL,Default Title,Default Title,,,25,4.2,shopify,0,deny,true,manual,legacy-import,0,0,0,0
