Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare-at Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text
acc-2c-tr-wire,2CORE TRANSPARENT WIRE (METRE)-IID,<p>2CORE TRANSPARENT WIRE (METRE)-IID</p><table><tbody><tr><th>source row</th><td>14</td></tr><tr><th>code</th><td>+ACC 2C TR WIRE</td></tr><tr><th>description</th><td>2CORE TRANSPARENT WIRE (METRE)-IID</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>697.4</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0.45</td></tr><tr><th>retail price</th><td>6</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc, legacy-fractional-whse",true,Title,Default Title,,,,,+ACC 2C TR WIRE,0,shopify,697,deny,manual,6,,true,true,,,
acc-2c-tr-wire-hi-gh-heat,2C TRANSPARENT CABLE HIGH HEAT,<p>2C TRANSPARENT CABLE HIGH HEAT</p><table><tbody><tr><th>source row</th><td>15</td></tr><tr><th>code</th><td>+ACC 2C TR WIRE HI GH HEAT</td></tr><tr><th>description</th><td>2C TRANSPARENT CABLE HIGH HEAT</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>270</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc, legacy-zero-retail",false,Title,Default Title,,,,,+ACC 2C TR WIRE HI GH HEAT,0,shopify,270,deny,manual,0,,true,true,,,
acc-2c-wh-wire,2 CORE x 0.75 PVC WHITE WIRE (M),<p>2 CORE x 0.75 PVC WHITE WIRE (M)</p><table><tbody><tr><th>source row</th><td>16</td></tr><tr><th>code</th><td>+ACC 2C WH WIRE</td></tr><tr><th>description</th><td>2 CORE x 0.75 PVC WHITE WIRE (M)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>477.4</td></tr><tr><th>rlf</th><td>-1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0.51</td></tr><tr><th>retail price</th><td>3</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc, legacy-fractional-whse",true,Title,Default Title,,,,,+ACC 2C WH WIRE,0,shopify,477,deny,manual,3,,true,true,,,
acc-2c-wh-fa-wire,2 CORE WHITE FABRIC CABLE,<p>2 CORE WHITE FABRIC CABLE</p><table><tbody><tr><th>source row</th><td>17</td></tr><tr><th>code</th><td>+ACC 2C WH/FA WIRE</td></tr><tr><th>description</th><td>2 CORE WHITE FABRIC CABLE</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>330</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>1.26</td></tr><tr><th>retail price</th><td>6</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc",true,Title,Default Title,,,,,+ACC 2C WH/FA WIRE,0,shopify,330,deny,manual,6,,true,true,,,
acc-2c-1-tr-wire,2 CORE TRANSPARENT WIRE C/W STEEL CABLE,<p>2 CORE TRANSPARENT WIRE C/W STEEL CABLE</p><table><tbody><tr><th>source row</th><td>18</td></tr><tr><th>code</th><td>+ACC 2C/1 TR WIRE</td></tr><tr><th>description</th><td>2 CORE TRANSPARENT WIRE C/W STEEL CABLE</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>716.5</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>1.2</td></tr><tr><th>retail price</th><td>8</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc, legacy-fractional-whse",true,Title,Default Title,,,,,+ACC 2C/1 TR WIRE,0,shopify,716,deny,manual,8,,true,true,,,
acc-3c-bk-wire,3 CORE BLACK WIRE,<p>3 CORE BLACK WIRE</p><table><tbody><tr><th>source row</th><td>19</td></tr><tr><th>code</th><td>+ACC 3C BK WIRE</td></tr><tr><th>description</th><td>3 CORE BLACK WIRE</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>-3</td></tr><tr><th>rlf</th><td>-1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0.6</td></tr><tr><th>retail price</th><td>8</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc, legacy-negative-whse",false,Title,Default Title,,,,,+ACC 3C BK WIRE,0,shopify,0,deny,manual,8,,true,true,,,
acc-3c-40-gy-wire,3COIL/40/0176 WIRE (GY),<p>3COIL/40/0176 WIRE (GY)</p><table><tbody><tr><th>source row</th><td>20</td></tr><tr><th>code</th><td>+ACC 3C/40 GY WIRE</td></tr><tr><th>description</th><td>3COIL/40/0176 WIRE (GY)</td></tr><tr><th>vendor</th><td>NME</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,NME,ACC,"legacy-import, legacy-type-acc, legacy-dead-stock",false,Title,Default Title,,,,,+ACC 3C/40 GY WIRE,0,shopify,0,deny,manual,0,,true,true,,,
acc-400mm-rod,400MM ROD WITH BASE/1L ROUND,<p>400MM ROD WITH BASE/1L ROUND</p><table><tbody><tr><th>source row</th><td>21</td></tr><tr><th>code</th><td>+ACC 400MM ROD</td></tr><tr><th>description</th><td>400MM ROD WITH BASE/1L ROUND</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>3</td></tr><tr><th>rlf</th><td>-1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>3</td></tr><tr><th>retail price</th><td>35</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc",true,Title,Default Title,,,,,+ACC 400MM ROD,0,shopify,3,deny,manual,35,,true,true,,,
acc-500mm-rod,500MM ROD WITH BASE/1L ROUND,<p>500MM ROD WITH BASE/1L ROUND</p><table><tbody><tr><th>source row</th><td>22</td></tr><tr><th>code</th><td>+ACC 500MM ROD</td></tr><tr><th>description</th><td>500MM ROD WITH BASE/1L ROUND</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>5</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>3</td></tr><tr><th>retail price</th><td>40</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc",true,Title,Default Title,,,,,+ACC 500MM ROD,0,shopify,5,deny,manual,40,,true,true,,,
acc-800mm-rod,800MM ROD WITH BASE/1L ROUND,<p>800MM ROD WITH BASE/1L ROUND</p><table><tbody><tr><th>source row</th><td>23</td></tr><tr><th>code</th><td>+ACC 800MM ROD</td></tr><tr><th>description</th><td>800MM ROD WITH BASE/1L ROUND</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>10</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>3</td></tr><tr><th>retail price</th><td>55</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc",true,Title,Default Title,,,,,+ACC 800MM ROD,0,shopify,10,deny,manual,55,,true,true,,,
acc-base-p181-3-rd,SY P181/3 ROUND BASE Ø300 WHITE (3xE27),<p>SY P181/3 ROUND BASE Ø300 WHITE (3xE27)</p><table><tbody><tr><th>source row</th><td>24</td></tr><tr><th>code</th><td>+ACC BASE P181/3 RD</td></tr><tr><th>description</th><td>SY P181/3 ROUND BASE Ø300 WHITE (3xE27)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>50</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc",true,Title,Default Title,,,,,+ACC BASE P181/3 RD,0,shopify,0,deny,manual,50,,true,true,,,
acc-base-p181-3-rect,SY P181/3 RECT BASE L650 WHITE (3xE27),<p>SY P181/3 RECT BASE L650 WHITE (3xE27)</p><table><tbody><tr><th>source row</th><td>25</td></tr><tr><th>code</th><td>+ACC BASE P181/3 RECT</td></tr><tr><th>description</th><td>SY P181/3 RECT BASE L650 WHITE (3xE27)</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>-1</td></tr><tr><th>rlf</th><td>2</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>65</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc, legacy-negative-whse",false,Title,Default Title,,,,,+ACC BASE P181/3 RECT,0,shopify,0,deny,manual,65,,true,true,,,
acc-base-r300s,ROUND BASE (300MM) SSV,<p>ROUND BASE (300MM) SSV</p><table><tbody><tr><th>source row</th><td>26</td></tr><tr><th>code</th><td>+ACC BASE R300S</td></tr><tr><th>description</th><td>ROUND BASE (300MM) SSV</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>-22</td></tr><tr><th>rlf</th><td>1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>50</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc, legacy-negative-whse",false,Title,Default Title,,,,,+ACC BASE R300S,0,shopify,0,deny,manual,50,,true,true,,,
acc-base-r400-1l-wh,BASE/1L ROUND Ø400 WHITE,<p>BASE/1L ROUND Ø400 WHITE</p><table><tbody><tr><th>source row</th><td>27</td></tr><tr><th>code</th><td>+ACC BASE R400/1L WH</td></tr><tr><th>description</th><td>BASE/1L ROUND Ø400 WHITE</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>15</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>75</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc",true,Title,Default Title,,,,,+ACC BASE R400/1L WH,0,shopify,15,deny,manual,75,,true,true,,,
acc-base-r400b,ROUND BASE (400MM) BROWN,<p>ROUND BASE (400MM) BROWN</p><table><tbody><tr><th>source row</th><td>28</td></tr><tr><th>code</th><td>+ACC BASE R400B</td></tr><tr><th>description</th><td>ROUND BASE (400MM) BROWN</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>-12</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>75</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc, legacy-negative-whse",false,Title,Default Title,,,,,+ACC BASE R400B,0,shopify,0,deny,manual,75,,true,true,,,
acc-base-r400s,ROUND BASE (400MM) SSV,<p>ROUND BASE (400MM) SSV</p><table><tbody><tr><th>source row</th><td>29</td></tr><tr><th>code</th><td>+ACC BASE R400S</td></tr><tr><th>description</th><td>ROUND BASE (400MM) SSV</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>-9</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>15</td></tr><tr><th>retail price</th><td>75</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc, legacy-negative-whse",false,Title,Default Title,,,,,+ACC BASE R400S,0,shopify,0,deny,manual,75,,true,true,,,
acc-base-r500-wh,ROUND BASE (500MM) WHITE,<p>ROUND BASE (500MM) WHITE</p><table><tbody><tr><th>source row</th><td>30</td></tr><tr><th>code</th><td>+ACC BASE R500 WH</td></tr><tr><th>description</th><td>ROUND BASE (500MM) WHITE</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>35</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>85</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc",true,Title,Default Title,,,,,+ACC BASE R500 WH,0,shopify,35,deny,manual,85,,true,true,,,
acc-base-r500s,ROUND BASE (500MM) SSV,<p>ROUND BASE (500MM) SSV</p><table><tbody><tr><th>source row</th><td>31</td></tr><tr><th>code</th><td>+ACC BASE R500S</td></tr><tr><th>description</th><td>ROUND BASE (500MM) SSV</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>-1</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>85</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc, legacy-negative-whse",false,Title,Default Title,,,,,+ACC BASE R500S,0,shopify,0,deny,manual,85,,true,true,,,
acc-base-rd-1l,BASE/1L ROUND DIA-100MM SSV,<p>BASE/1L ROUND DIA-100MM SSV</p><table><tbody><tr><th>source row</th><td>32</td></tr><tr><th>code</th><td>+ACC BASE RD 1L</td></tr><tr><th>description</th><td>BASE/1L ROUND DIA-100MM SSV</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>98</td></tr><tr><th>rlf</th><td>1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0.87</td></tr><tr><th>retail price</th><td>20</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc",true,Title,Default Title,,,,,+ACC BASE RD 1L,0,shopify,98,deny,manual,20,,true,true,,,
acc-base-rd-1l-ab,BASE/1L ROUND DIA-100MM ANTIQUE BRASS,<p>BASE/1L ROUND DIA-100MM ANTIQUE BRASS</p><table><tbody><tr><th>source row</th><td>33</td></tr><tr><th>code</th><td>+ACC BASE RD 1L AB</td></tr><tr><th>description</th><td>BASE/1L ROUND DIA-100MM ANTIQUE BRASS</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>16</td></tr><tr><th>rlf</th><td>-3</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0.87</td></tr><tr><th>retail price</th><td>20</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc",true,Title,Default Title,,,,,+ACC BASE RD 1L AB,0,shopify,16,deny,manual,20,,true,true,,,
acc-base-rd-1l-bk,BASE/1L ROUND DIA-120MM BLACK,<p>BASE/1L ROUND DIA-120MM BLACK</p><table><tbody><tr><th>source row</th><td>34</td></tr><tr><th>code</th><td>+ACC BASE RD/1L BK</td></tr><tr><th>description</th><td>BASE/1L ROUND DIA-120MM BLACK</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>380</td></tr><tr><th>rlf</th><td>2</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0.69</td></tr><tr><th>retail price</th><td>20</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc",true,Title,Default Title,,,,,+ACC BASE RD/1L BK,0,shopify,380,deny,manual,20,,true,true,,,
acc-base-rd-1l-cafe,ROUND BASE/1L (120MM) CAFÉ,<p>ROUND BASE/1L (120MM) CAFÉ</p><table><tbody><tr><th>source row</th><td>35</td></tr><tr><th>code</th><td>+ACC BASE RD/1L CAFÉ</td></tr><tr><th>description</th><td>ROUND BASE/1L (120MM) CAFÉ</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>205</td></tr><tr><th>rlf</th><td>-1</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>1.05</td></tr><tr><th>retail price</th><td>25</td></tr><tr><th>w. sale price</th><td>7</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc",true,Title,Default Title,,,,,+ACC BASE RD/1L CAFÉ,0,shopify,205,deny,manual,25,,true,true,,,
acc-base-rd-1l-cr,BASE RD/1L DIA-100MM CHROME,<p>BASE RD/1L DIA-100MM CHROME</p><table><tbody><tr><th>source row</th><td>36</td></tr><tr><th>code</th><td>+ACC BASE RD/1L CR</td></tr><tr><th>description</th><td>BASE RD/1L DIA-100MM CHROME</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>30</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0.87</td></tr><tr><th>retail price</th><td>25</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc",true,Title,Default Title,,,,,+ACC BASE RD/1L CR,0,shopify,30,deny,manual,25,,true,true,,,
acc-base-rd-1l-wh,BASE/1L ROUND DIA-120MM WHITE,<p>BASE/1L ROUND DIA-120MM WHITE</p><table><tbody><tr><th>source row</th><td>37</td></tr><tr><th>code</th><td>+ACC BASE RD/1L WH</td></tr><tr><th>description</th><td>BASE/1L ROUND DIA-120MM WHITE</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>173</td></tr><tr><th>rlf</th><td>-2</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0.6</td></tr><tr><th>retail price</th><td>25</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc",true,Title,Default Title,,,,,+ACC BASE RD/1L WH,0,shopify,173,deny,manual,25,,true,true,,,
acc-base-rd3lb,BASE/3L ROUND 300MM BROWN,<p>BASE/3L ROUND 300MM BROWN</p><table><tbody><tr><th>source row</th><td>38</td></tr><tr><th>code</th><td>+ACC BASE RD3LB</td></tr><tr><th>description</th><td>BASE/3L ROUND 300MM BROWN</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>-11</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>4.5</td></tr><tr><th>retail price</th><td>50</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc, legacy-negative-whse",false,Title,Default Title,,,,,+ACC BASE RD3LB,0,shopify,0,deny,manual,50,,true,true,,,
acc-base-str3l,BASE/3L STRAIGHT-700MM SSV,<p>BASE/3L STRAIGHT-700MM SSV</p><table><tbody><tr><th>source row</th><td>39</td></tr><tr><th>code</th><td>+ACC BASE STR3L</td></tr><tr><th>description</th><td>BASE/3L STRAIGHT-700MM SSV</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>11</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>65</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc",true,Title,Default Title,,,,,+ACC BASE STR3L,0,shopify,11,deny,manual,65,,true,true,,,
acc-base-str3l-wh,BASE/3L STRAIGHT-700MM WHITE,<p>BASE/3L STRAIGHT-700MM WHITE</p><table><tbody><tr><th>source row</th><td>40</td></tr><tr><th>code</th><td>+ACC BASE STR3L WH</td></tr><tr><th>description</th><td>BASE/3L STRAIGHT-700MM WHITE</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>-2</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>65</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc, legacy-negative-whse",false,Title,Default Title,,,,,+ACC BASE STR3L WH,0,shopify,0,deny,manual,65,,true,true,,,
acc-base-str5l,BASE/3-5L STRAIGHT-1000MM WHITE,<p>BASE/3-5L STRAIGHT-1000MM WHITE</p><table><tbody><tr><th>source row</th><td>41</td></tr><tr><th>code</th><td>+ACC BASE STR5L</td></tr><tr><th>description</th><td>BASE/3-5L STRAIGHT-1000MM WHITE</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>13</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>85</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc",true,Title,Default Title,,,,,+ACC BASE STR5L,0,shopify,13,deny,manual,85,,true,true,,,
acc-base-1l-3sc-s,BASE/1L SSV C/W 3 STEEL CABLE,<p>BASE/1L SSV C/W 3 STEEL CABLE</p><table><tbody><tr><th>source row</th><td>42</td></tr><tr><th>code</th><td>+ACC BASE/1L/3SC S</td></tr><tr><th>description</th><td>BASE/1L SSV C/W 3 STEEL CABLE</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>17</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>60</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc",true,Title,Default Title,,,,,+ACC BASE/1L/3SC S,0,shopify,17,deny,manual,60,,true,true,,,
acc-c-l-cap-ab,ANTIQUE BRASS CEILING CAP - NW,<p>ANTIQUE BRASS CEILING CAP - NW</p><table><tbody><tr><th>source row</th><td>43</td></tr><tr><th>code</th><td>+ACC C/L CAP AB</td></tr><tr><th>description</th><td>ANTIQUE BRASS CEILING CAP - NW</td></tr><tr><th>vendor</th><td></td></tr><tr><th>whse</th><td>8</td></tr><tr><th>rlf</th><td>0</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>45</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,,ACC,"legacy-import, legacy-type-acc",true,Title,Default Title,,,,,+ACC C/L CAP AB,0,shopify,8,deny,manual,45,,true,true,,,
acc-cap1p5-ccmc,CCM 1.5MM2 PVC CABLE (BLUE),<p>CCM 1.5MM2 PVC CABLE (BLUE)</p><table><tbody><tr><th>source row</th><td>44</td></tr><tr><th>code</th><td>+ACC CAP1P5.CCMC</td></tr><tr><th>description</th><td>CCM 1.5MM2 PVC CABLE (BLUE)</td></tr><tr><th>vendor</th><td>CHOOCHIANG</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>29</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,CHOOCHIANG,ACC,"legacy-import, legacy-type-acc, legacy-zero-retail",false,Title,Default Title,,,,,+ACC CAP1P5.CCMC,0,shopify,0,deny,manual,0,,true,true,,,
acc-cap1p5-ccme,CCM 1.5MM2 PVC CABLE (GREEN/YELLOW),<p>CCM 1.5MM2 PVC CABLE (GREEN/YELLOW)</p><table><tbody><tr><th>source row</th><td>45</td></tr><tr><th>code</th><td>+ACC CAP1P5.CCME</td></tr><tr><th>description</th><td>CCM 1.5MM2 PVC CABLE (GREEN/YELLOW)</td></tr><tr><th>vendor</th><td>CHOOCHIANG</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>57</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,CHOOCHIANG,ACC,"legacy-import, legacy-type-acc, legacy-zero-retail",false,Title,Default Title,,,,,+ACC CAP1P5.CCME,0,shopify,0,deny,manual,0,,true,true,,,
acc-cap1p5-ccmk,CCM 1.5MM2 PVC CABLE (BROWN),<p>CCM 1.5MM2 PVC CABLE (BROWN)</p><table><tbody><tr><th>source row</th><td>46</td></tr><tr><th>code</th><td>+ACC CAP1P5.CCMK</td></tr><tr><th>description</th><td>CCM 1.5MM2 PVC CABLE (BROWN)</td></tr><tr><th>vendor</th><td>CHOOCHIANG</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>64</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,CHOOCHIANG,ACC,"legacy-import, legacy-type-acc, legacy-zero-retail",false,Title,Default Title,,,,,+ACC CAP1P5.CCMK,0,shopify,0,deny,manual,0,,true,true,,,
acc-cap2p5-ccmc,CCM 2.5MM2 PVC CABLE (BLUE),<p>CCM 2.5MM2 PVC CABLE (BLUE)</p><table><tbody><tr><th>source row</th><td>47</td></tr><tr><th>code</th><td>+ACC CAP2P5.CCMC</td></tr><tr><th>description</th><td>CCM 2.5MM2 PVC CABLE (BLUE)</td></tr><tr><th>vendor</th><td>CHOOCHIANG</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>50</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,CHOOCHIANG,ACC,"legacy-import, legacy-type-acc, legacy-zero-retail",false,Title,Default Title,,,,,+ACC CAP2P5.CCMC,0,shopify,0,deny,manual,0,,true,true,,,
acc-cap2p5-ccme,CCM 2.5MM2 PVC CABLE (GREEN/YELLOW),<p>CCM 2.5MM2 PVC CABLE (GREEN/YELLOW)</p><table><tbody><tr><th>source row</th><td>48</td></tr><tr><th>code</th><td>+ACC CAP2P5.CCME</td></tr><tr><th>description</th><td>CCM 2.5MM2 PVC CABLE (GREEN/YELLOW)</td></tr><tr><th>vendor</th><td>CHOOCHIANG</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>49</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,CHOOCHIANG,ACC,"legacy-import, legacy-type-acc, legacy-zero-retail",false,Title,Default Title,,,,,+ACC CAP2P5.CCME,0,shopify,0,deny,manual,0,,true,true,,,
acc-cap2p5-ccmk,CCM 2.5MM2 PVC CABLE (BROWN),<p>CCM 2.5MM2 PVC CABLE (BROWN)</p><table><tbody><tr><th>source row</th><td>49</td></tr><tr><th>code</th><td>+ACC CAP2P5.CCMK</td></tr><tr><th>description</th><td>CCM 2.5MM2 PVC CABLE (BROWN)</td></tr><tr><th>vendor</th><td>CHOOCHIANG</td></tr><tr><th>whse</th><td>0</td></tr><tr><th>rlf</th><td>47</td></tr><tr><th>imm</th><td>0</td></tr><tr><th>export price</th><td>0</td></tr><tr><th>retail price</th><td>0</td></tr><tr><th>w. sale price</th><td>0</td></tr></tbody></table>,CHOOCHIANG,ACC,"legacy-import, legacy-type-acc, legacy-zero-retail",false,Title,Default Title,,,,,+ACC CAP2P5.CCMK,0,shopify,0,deny,manual,0,,true,true,,,
